PropertyID,SaleDollarCnt
48836467,548295.9902929235
48984906,412914.81341031234
48835840,544721.9655253963
48984895,467427.99163479876
48835597,451625.89034161175
48885821,649924.9442975674
48885610,538196.2073814966
48885629,624111.9213512049
49060145,525657.1407371678
48885666,404805.55628876365
48905990,433339.0952438035
49114851,553813.6238870948
48766530,464478.2535833193
48977270,381388.1727190484
49122851,378140.1016246499
111705865,650619.557946841
48847014,824266.0505232161
48853455,440939.67569939606
48853451,407636.90755731426
48945996,547018.3569053507
48946079,478621.00743601215
48945642,517733.99472888693
48946019,497621.2877537543
49076278,716983.4720341965
48853502,540057.3192467995
48853330,609131.1815160257
48772417,435598.0354658956
49076193,617851.5098988973
49076197,536044.9871906431
48936683,802677.448059471
48946361,677233.3270107622
48946593,777578.4125421239
48946809,663648.5235150808
48946225,508242.97591084254
48946395,571211.4262547656
48855491,534865.0603026017
49076586,456223.1332813883
49076446,585447.10238807
48945865,511381.1851750556
48945760,588332.8933223096
48945929,647348.022260938
48946068,608069.2100529331
48957536,1008348.642889725
49144494,596662.9691129386
49144487,478917.8382577759
49144503,627524.7280986663
48972343,701441.6750044996
48946295,552609.0943266691
48946460,791283.2049541278
49135159,717710.9302689072
48918722,759336.2615188436
48960527,807661.8666311479
48918750,694009.7621550024
49135170,482890.3302214072
49011107,675543.3410576655
49010907,555303.3648012696
48672143,588357.0482207227
48873701,915497.3517163236
48944122,960233.2981703426
48944116,588292.4339244134
48952722,504647.88220307033
48952729,995531.3005880858
48884321,1062687.439911429
49044285,924997.1046733474
49044466,780616.0455641873
48786430,515273.68643742625
49119615,520493.790060637
48786419,524462.2151738646
48786420,782723.1313410598
48786441,738902.5242268807
49074088,630187.0150237965
49119438,623629.0676510322
49119484,714036.6682118219
49119582,482916.5458842484
49119458,852010.6082390493
49006073,608145.834415556
49019425,704469.6987676105
49019607,469479.4153673144
48849383,460581.97842800483
48849232,633065.0968651996
48849472,769354.1548347535
48849218,683637.6748901882
48671860,704536.3118429163
48849248,599726.550190662
48849310,522425.20487344346
48649442,812907.2669592205
48649425,516664.57981419703
49019698,479122.41867607663
49027470,641579.9271517945
48833569,710467.8642493234
49143438,595486.1675879789
49009251,1175055.0132755586
49143384,716456.9712513691
48887179,595588.5449178397
48675901,523807.2720818388
49044499,632403.8384466465
123727122,1001169.3865091143
48985350,595180.4987629378
48800373,487715.9941766394
48889484,672292.2006650066
48832751,635781.5991285492
49008481,1024211.7965235075
48833189,526057.3816140285
48776585,1162246.3876293686
48776583,809841.8256418888
49137193,546560.4439668405
49131993,550188.750936295
48925278,481663.60627548135
48893802,559632.5888064201
49003705,541290.5862561533
48893704,1175973.4221317258
48868954,1191602.6757285087
48868968,667944.2448883316
48868634,639749.9241497802
48893863,818407.4796118367
48868637,604686.2148804229
48869003,665205.8204071629
48680832,595614.2013029339
54830119,1082616.2208519874
48869103,599084.2423899254
48996104,717267.3390354257
48995752,489505.17735662515
48836233,567611.4856259074
48836257,536814.8053694464
48836325,486967.922569827
48836028,626567.5957237978
48836031,569145.3405477245
48836352,592285.3960155994
48836034,1168729.203506087
48772613,902583.7249096129
48655131,614925.0774649335
48747978,505601.1877486681
48655126,639979.9859723421
48772641,1375878.7153473247
49042026,550754.1101419956
49042042,577088.2097634879
49042151,483881.53357869806
49041948,486420.9635327445
49041963,692684.0080680087
48926710,674305.8878183215
49042086,694808.4232806067
49042148,625193.5574979448
48837016,640250.5053686367
48673149,518296.18804097566
48837087,948047.0332036626
48837031,608550.3961820975
48837101,624311.0076446929
48676723,608671.4673189287
48676701,652338.1635861219
48795092,616333.3848554876
48672721,1245690.9612403791
49131461,645029.5450726618
48877050,593463.306625328
48877051,566364.6499535965
48931376,578182.4248696426
48877044,518386.6703343172
48672920,535685.8833402664
48673019,650850.5381595358
49041426,560890.9820640476
49041305,466259.300799586
49041430,963456.1532601084
48976701,624967.8445432228
48940011,581930.5675686706
48976838,637944.647606449
48976496,707082.8743358587
48976683,645112.6620695741
48939612,618205.1084700171
48939789,723080.3119102054
48939644,551039.5759899362
48939657,637658.0380950542
48939954,622656.5510416228
49041465,609888.3467562018
49041643,548332.7437048707
48717482,633642.1712610128
49041665,588269.633690801
48831636,648459.4922717746
48831735,585264.5897178056
48831680,745349.6098677851
48717590,770616.6473087711
48717578,631896.2287710711
48712071,824787.45748871
48830889,521287.4081009195
48830731,647870.3051065862
48830717,699206.9271762515
48823262,825309.1075912814
48710711,593992.876670733
49045187,776808.2502925097
49045140,678782.5972325485
49012874,1416404.2638071293
48710645,1255979.8084254512
49045234,605296.6181956766
48990890,573163.7091303644
48888376,751968.8461154224
48888220,649167.0789988372
48888259,580680.3925699883
48775886,571660.7680107192
48775977,545091.249975633
48843601,631502.9286242799
48672478,623375.46714956
67412769,721352.682354618
48699166,836108.4403159228
48672434,463534.76224476576
48822911,555607.4614861886
67686191,881979.9690328196
49041773,1229526.570319631
49041782,609347.7471553861
48824527,570755.653178941
48824426,649022.4960474838
49125939,760497.9558576794
49125941,668349.2828286116
49125940,600166.6623380178
48832774,666724.1941716926
48832767,544769.8002629697
48823807,552171.9384432872
48776112,544229.054728948
49140231,898967.0741130502
49140399,663184.9811157543
121902306,954078.3725234477
49115252,941884.0149373944
49119897,559708.7229092929
49119885,682363.5851295561
48868226,800634.9819854023
48717757,1355672.143651618
48717856,647081.5077061249
48717842,701856.2949219436
49036315,670601.6771705467
49036390,1620477.012012174
49036391,1431422.2548531448
49036355,833347.631978386
49036259,972857.2871056875
48671003,633534.2797604863
48670990,673891.2763886257
49110869,938464.165124243
48973154,665884.1186934313
48895372,646526.4862361043
48658936,922597.4620137982
49110772,1024436.3493608246
48671738,734013.0904335205
48671619,844753.1108168232
49110275,743172.5413326295
49126946,607681.3918508693
49126926,947704.2347654297
49110416,949575.3357217363
49110196,1418393.990321633
49110406,818516.3210012162
48851361,639036.0097655649
49135818,1871965.8543572943
48685498,1177133.1466704062
48970289,928488.4531859154
49136001,1599173.1059462023
49135968,1025833.8803565872
48840208,886921.1141180815
48707610,2513870.399873048
48998433,1181488.1819660845
63336798,1981983.7136817602
48928642,950454.3185817902
48928859,1347311.444814764
48957740,1479946.9485749612
48929553,1414951.4437073553
48701133,853231.5692878959
48957733,779427.9862551535
48929532,1215276.416218907
48928999,1196322.1467963327
48928899,1910057.9198512929
48929310,1810699.3433999345
48848747,1710828.4034241291
48848563,1429446.4496967327
48848513,1493423.7412564426
48848472,1505817.0862983868
48707626,958613.9370814799
48990020,1329750.4654707261
49073897,833179.2169109043
48799269,506837.7325813108
48799314,1061670.1673714342
49102499,858305.13986337
49102407,754912.806111357
49104548,828169.5762056278
54623856,990393.1835518501
48765054,591813.6366303527
48765393,622425.5682038602
48765271,829851.3937475415
49117634,670727.3685776807
48765219,677875.6992829852
48695998,641927.7047933564
49090943,774686.9039004106
48759578,855247.8666606755
48759556,542904.5919346381
48748563,692969.5847990896
48768773,774097.5815268981
48898358,1174116.0262019043
48898439,658888.355522355
48898159,637747.5295776719
49143952,809311.3763051919
49143958,641730.455248611
49143924,797254.9661682798
49143910,711975.9554813509
49114984,495625.458855897
49144151,591277.7186782459
49140028,580129.4543305605
48898657,642580.294205631
49114926,581437.918908551
49127526,576574.5261191414
49074855,964017.549960869
49074879,882228.7314306175
48772208,813391.0307423987
48772009,678240.6794068617
48656799,1018304.0431916796
48772107,551471.541462212
49139561,1067499.2502106056
48769189,781538.2107284155
48769036,651056.0816033456
49084510,662269.8067479859
49011708,727764.2232565915
48920279,610528.3660559816
48919358,645801.5776314008
48674150,791802.2392407951
48919531,1374512.6395699503
48674339,716717.4114981726
49116420,797279.003979384
48674248,537696.9274893785
48919924,786694.8305356441
48919942,676971.910200781
48919693,895107.4878685658
49116275,668347.1637458272
48919876,752707.2641826153
48847555,804264.4278317888
49102766,816554.885094827
49102747,853313.0957478076
95065947,361018.8269144287
48789484,609570.1598533172
48789375,597931.0158365465
48920153,604104.3809385849
48693904,612829.0010787911
49110910,618995.203862865
48854079,862809.7198329786
48943315,507246.410816348
48693980,517513.2115032417
48942847,907100.4171133675
48906504,1346036.4552838544
48855667,1048719.4891120424
48855610,683488.5341697624
48906489,986815.5083420076
48727137,1195310.6610508382
48855544,1394415.8470130612
48726921,1035697.9243016911
48726462,1182821.1579140793
48726969,652716.1166669688
48726824,867876.1007019695
48726878,808877.2473507598
48727027,556444.7718135262
48702895,976598.0836838309
48727062,726043.9665344226
48942772,814884.5571272741
48880392,654834.7869581317
48774197,789736.3541342589
48880378,699107.504294549
48825834,1230727.554264944
48677326,1577056.4452279569
48677339,826323.3160783838
48711672,676518.2926195024
48711739,675068.1952228817
48677745,1099775.53190254
49084269,722998.9833217236
49084204,574177.404432524
49009450,532155.504740309
49009929,554560.9615920319
49009484,614226.1248218949
49009832,664905.9400149774
49009510,632666.1761431794
49009478,550532.987250713
49014389,870651.2472052074
48700922,1166752.4751981997
49009427,625877.0671714884
49009400,537138.4856471287
49013230,733327.4746838696
48824880,591603.5348027162
48824797,494384.4253591662
49013165,526805.5559917393
49014409,1156209.867389826
48663296,889516.5318844601
48824733,589034.1261806116
48853867,594218.3798424932
48825813,553062.0681516184
49037742,975416.0928516176
49037701,644042.5906634469
48822561,818372.9686934318
49012712,904985.6003390307
49012688,911098.4191186103
49014974,864080.8603484433
48825185,749326.8286099598
49064170,811348.437195664
49014773,634004.0797786828
48698177,938120.5897799949
49014788,1145998.8152070995
48698215,1244276.4604534667
48768905,753754.0330205845
48749870,926971.3158401084
48879023,1164182.7536064687
48957212,997707.7135080112
48818713,793835.6450297044
49009096,857257.6404150247
48818606,800445.3769826388
49009102,1233291.131491269
48771306,909980.8130625866
48771333,1510722.3661846905
48771167,832599.8075090463
48766465,1159767.5447057441
48883785,933005.9978858681
49101791,1261754.2178849927
48849700,976878.4070563753
49098544,1024711.6468663673
49098570,814731.3795912514
49101829,1059417.8115578745
48970222,1082569.142739304
49098623,874644.7635918579
48782205,1270297.7942125425
48782232,1126154.1717118945
48937097,1350528.1372039295
48956327,1686148.8219493432
48956371,2802424.514186098
48706584,2841746.4255870082
49116938,2119326.683828722
48706430,1779502.974327159
48706599,3274292.8328428217
49116908,1618187.3295195333
48706374,3123110.410910384
48849643,1549382.5277608407
48941156,1008205.4087969143
48725236,1625949.7198325065
48725091,1121924.9464669952
48725066,2580550.4262698176
48725053,1882210.4759649257
48785450,696532.7231789267
48725141,911460.3548845653
48724913,676210.4728763775
48724970,792797.9188805372
48782466,680261.7716581491
49004932,1242706.6793365176
48981704,702132.1046030844
48749376,882629.0124959819
48766336,1110828.9400066591
48689939,819406.0165366813
48758449,897223.4954690506
48930623,847497.5550126823
48795684,1285757.2944134588
48795459,2295284.0130156022
48795595,1565223.8493001997
48795667,1038324.9418757828
48795608,2412245.509332727
48764280,2065484.0488012761
48764278,1411733.0236576968
48930504,1810152.2536504443
48930546,2237582.7044173717
48753423,2974493.1274627913
48986590,1194671.020037172
48986636,1747541.8803806826
49014666,1363446.4373277188
49014627,1774720.9768542664
49014623,1251337.5958163305
49014502,1156683.402704788
48963562,1209180.5418424406
48976094,822256.4418551209
48976103,958457.7523397102
48941011,779709.1410117379
79977140,961982.9804138421
49147027,709238.9527203504
49147261,658250.8225511132
49118880,650263.433818251
49147028,659610.53533816
48941733,670650.3003388298
49024142,590051.4661857585
49147503,1205878.265509771
49147595,986467.0969660165
48956495,1501325.5620968929
49147574,1387108.9998381145
48667952,674475.955800626
48849570,889285.810300916
48667971,827354.1818524008
48932057,1595010.0063429705
48729676,850975.8118508267
48957269,829037.2535180681
48652016,725879.8246970519
119907456,1392378.2833583779
49113935,792871.6054121484
48757026,763226.7474160594
48997376,1521894.1624434849
48997419,1062622.9732909324
48757049,916375.7177596397
117650125,1513254.48989721
49025713,834295.1213005665
63510218,641093.4719828217
48789071,563896.4213582646
49114822,553363.4981557011
48789187,667817.0325996436
49044635,429750.7070271723
49114730,540957.3685303886
49071169,880285.3443150388
49148344,571724.6448921931
49010501,477130.4177398447
48674616,719367.1595014294
49148346,1044029.7310958676
49024160,1005161.0885166556
122181677,1043843.6556590925
49131024,705705.5861160294
49131067,772032.4066928918
49010642,698961.5060337124
48742754,790864.1523243659
48649410,479583.13252422254
49146374,628878.7004369583
89824213,656860.4858352272
48717411,1198584.3652046635
48691244,931553.3014440732
49072140,404066.02539005026
48670669,546925.3859363148
48727961,440547.9594454365
48800098,446249.67411278683
48861189,442170.16648893134
96660095,578148.1691390212
48861280,337093.0722845833
48737181,650633.905230932
48677274,715425.276357107
48906651,546158.4118319179
49099214,710200.4171374068
49016330,515870.0082543589
49114349,539625.2787330289
48959503,773900.5896492591
70578114,1068561.5727157732
49004844,619380.6785355933
49004839,677323.4192954733
48682784,1070926.331314737
48700711,1566469.9493226695
48717367,1056709.196536731
49082641,585589.8472760293
49012995,753226.4061766648
49012994,749076.9446315399
48974175,1306649.9100769511
48974133,1705878.3510913446
48973760,565063.1960791948
48973977,887358.9499106962
49147851,1299087.018558404
48973623,576157.2235130646
49124519,841051.1386300602
49124360,655553.0886575913
49115739,550429.9269341802
49124518,917626.5682996998
49115706,558635.0844419515
49124321,498869.6949317315
49124062,477789.71070746693
49125112,717206.8654244142
49124977,649149.8981307516
49124943,653604.972738392
49125012,882109.1687076426
49124182,562318.9200739868
49123785,943483.3905086224
48899172,1330906.6811726638
49123877,944027.8915044997
48659118,766907.7033746178
48990679,560781.5249864962
48990657,551497.5084944043
48840560,1313599.393852742
48659086,835312.0909462273
88027603,747235.984985358
48990779,848242.2384173858
48656523,1107596.9578146455
48739806,845672.6769316068
48990745,783525.5925886557
49124792,991068.195764181
48737519,384417.536952275
48941074,415665.3165245242
49124651,487324.75032383576
48941098,452479.11625263246
48840735,712200.8372352127
48795196,527160.0227018581
88014724,682718.9160202474
48795120,454285.96909218776
48795285,624477.7065612123
48877019,417104.39498431317
48795268,593446.5273259045
48795355,454390.0973607087
49115921,453506.1733461309
48992050,440892.480193285
49124693,661294.1501263093
49124818,517115.7276801032
48656163,372083.75372784433
48877416,387589.46806205245
49124700,671842.1071701846
48858276,418014.70600882475
48877392,555859.7649421522
48941123,402343.66655543563
50219428,639687.0042244304
48692636,424550.79278339184
48876988,466149.46777176193
49129577,580348.3018162859
48966165,728416.5756557527
49129566,1324671.973841169
48934102,537038.8636499313
49046778,415793.2211543458
48934106,856642.9184101274
48791312,939394.0324008559
48840708,406553.0105069622
49125567,659660.3316279212
49046720,585819.2444076017
48697700,763697.7881565966
48697464,838542.5669416267
48697518,651884.6817261528
49046732,770090.1520608366
49125669,843558.7844815552
48840780,647207.3155086903
49064263,724030.1616913703
49127022,722079.5145464675
48722634,569403.4829034419
49074962,570194.8662624202
84758020,697622.2562417872
49074980,762984.0561748612
49127194,524474.0549274036
49064885,346585.20030164707
96679744,616782.0028778879
48755607,317657.64070740034
49044764,550085.4325249647
48755992,359963.38078766764
48755924,421310.9064072055
49127164,546340.118759901
61719430,649240.4785178275
48844733,473992.0870270733
48973080,365062.5222571772
72498665,727358.5290254552
48887844,480657.02233524766
48844588,511153.725744139
48844603,1467238.0869923776
48844600,469167.10620937037
48821983,383346.12962468737
48745058,806378.4577033382
48955922,443475.95264602837
48954118,547933.3055439782
48954243,523907.4372534463
48954041,913790.7743274661
49071593,415930.2934029065
48745320,577053.0372334634
48745337,462812.2176854353
48746807,301080.618239134
49118327,489876.51005425135
96667215,513916.61497808824
48746840,364081.57561647834
96706078,721049.3558744035
49071433,479493.7986836472
49083133,805980.3102481222
49071444,334283.44148843555
49147962,357066.9150523701
48998606,790857.8522038339
48925994,329974.3747930482
48954452,561423.6070844699
48954570,846449.3117134145
48714286,722540.0255114026
48998608,448739.6463683438
49105131,503338.415651532
49105175,750185.909650468
49105107,614100.5643773144
49105086,630167.6567308703
48863551,453799.1448954544
48863518,295315.7222326271
48921405,337030.6752921791
71002466,508102.9940844166
48847995,602378.9532770269
48955589,383874.2207193101
48863434,544002.3384249852
48863386,343410.19256015535
48954042,471891.09385804896
48750372,400457.028543018
48750355,342900.54013979196
122963324,606163.7334831577
48863648,357578.7882223696
49082675,605738.101764127
48863041,308741.6697382426
48863206,301989.3770738912
48863355,275786.2508307316
48794070,458609.64812505705
48794045,336222.0167809808
48750176,289680.3517150577
48750123,373614.14105652313
48750012,1249268.451093956
48905808,399825.3991216431
48926846,683042.9748891919
48818850,522574.8734834274
48926912,596243.3477171235
48926685,831617.0827110829
49063316,490251.3690032544
49063654,678288.7892239405
60973559,781236.160293505
49045086,554506.9291504933
48953817,573944.213060785
48678852,785503.6445846315
48829451,442171.64188763243
49097653,750497.2732939313
48953831,497087.7581644712
48949874,545259.6011619485
48983505,298333.53988247673
48983468,362464.8362733096
48983480,565413.3869496384
48854451,431259.21084489697
49047977,447603.7891747045
48844947,334400.35307125555
48792607,544840.2506026191
49048202,441683.6887752277
49070086,467111.0177710747
49048222,340253.3608389145
49046866,311396.3481694926
48870643,314935.85776160914
48903256,403450.75896904164
48651335,539754.3593639112
48651478,440428.38942291023
48651475,440047.04751354276
48899389,392130.6279601515
48651412,415106.14433931035
48800251,478819.3701980087
48692036,456811.3714644278
48820378,658623.037364142
61766214,533453.5154866365
48933764,498948.07109946734
49048684,524282.5159696197
62944487,539202.5272210825
48933616,363652.8193645873
49048781,373164.21323419886
49049828,406634.4877070656
49049824,914695.3587580416
49069809,799934.042898438
49069906,607730.4698124288
49133954,336456.8286414521
49069728,550699.9993074738
49133933,399939.77225286904
49048342,328808.6890729397
49048592,450039.5119552922
48874888,336008.61731008044
48755904,242981.55876813596
48874923,299140.5621708658
49123377,307113.5241230819
49083672,375873.33984239254
79980549,734066.0860323013
70578742,485004.91371153074
48856950,439842.3847995254
96697390,468414.3889836538
48778175,233887.8570997075
49091472,352026.92450717435
48778172,308564.85954646464
48777697,267965.2618463034
66649303,345122.91670239944
48780957,331150.5633919714
49091475,231506.35250585896
79977142,554220.0734413514
96687640,532057.7811349721
48874337,370289.1661746464
48874575,355199.17320412525
48755562,305656.1813839791
48755967,264848.59279574617
48755534,276783.6823164977
48755799,231930.8859268146
48755968,260295.11352709678
80116394,503332.06555897294
48822107,261181.7308596284
48822275,248568.16466861428
96691459,489485.7665900693
48863928,802227.9087590914
49032936,287361.6074563317
48821243,501392.6867512737
49033103,435888.3653258108
48871126,466574.5417724824
48943604,365756.0226496835
49063738,458852.84010479343
48705478,377333.71103250067
48705531,493721.4665420598
48705607,297939.16006894916
48821236,258856.44018219772
48821270,422147.74419613933
48880001,364815.15276523447
48733670,275174.1048331377
48894664,377720.04749446415
48894672,382907.45573594864
48863964,377846.2355679385
49147715,347250.4043926954
49147663,353295.70092741406
48705400,588985.9633733669
48705435,342064.54331117816
48733603,281026.52421323094
96652506,525757.9012665586
48705675,322134.9734390646
48705690,367559.1868038017
122181563,731849.1956223077
48798995,283075.26487921755
49065281,278352.4674634611
49065584,328026.0252725851
49065077,356538.47916112444
49065106,330525.3784265881
49065105,271488.407826895
48798991,320760.17408406263
70578933,409336.0268090094
49065441,328842.0286884672
49065372,281110.87146572553
49065303,374598.6731011437
49073110,1128522.2437320172
49073153,443961.68299416854
48846819,400714.92017748806
48846826,466437.34150868276
48859025,391734.51908119087
49055488,360712.5676275341
49073232,450204.29793136707
49073268,596122.8893570453
48777895,504371.6363016238
48777974,503146.0419035416
49073207,329980.2617292976
49073289,638859.270378374
49073215,406819.87569797464
48777843,374236.21824809426
48778010,422252.8831268264
48777834,434405.09380042355
48870710,371507.6896564576
48967700,395173.495632652
48932836,340733.6528451665
66649071,619321.8083097686
48932643,337836.93799439486
48932845,369664.9604719509
48932837,338730.4345431022
48932682,320225.3712916853
48936547,316300.59538488643
48936585,439843.41665749217
49067570,470618.6073502035
48940809,402176.62351551314
48940821,379757.8661387342
49130194,491142.521986061
49037867,383060.9801461744
48885210,455820.4040200084
48936085,258017.28681513524
48936102,308870.64468787954
48936213,372635.1484773721
49084481,321978.07831888
48885230,268121.6173987296
48936201,307272.8198091831
48936072,347107.799926312
48936184,251442.44289248917
49086252,249799.37293738392
80261419,597789.1183177122
49148516,339199.3124891385
48804812,395756.0877414024
48936497,253933.79171693552
48936289,324249.96686095104
48936504,285795.33971400606
48757102,340465.6244442466
49148471,358610.8864018807
49086241,257127.90807821424
48934025,659325.2250338857
48933857,513381.943074243
48933835,424343.8888068209
48934075,416238.2793633102
48934065,398244.878746053
48933829,531805.9349238707
49120466,401248.3755307935
49120546,279618.2420994569
48840851,720746.9058377723
48840867,578410.9721155826
49120520,462941.43337757455
48804692,547484.3915507492
48840827,579511.4976320136
48840924,348631.56211154535
48805188,529501.4240240101
48650363,610325.7352605358
48804221,405585.67737761134
48805184,469991.65134150453
48757160,328363.47653433424
48805194,405129.6102297853
66648987,796595.2801483653
48804223,391282.6255818645
48814132,375432.8776143483
48766310,403666.6154352621
48804929,267511.72862409125
48812804,436071.87503862067
48737769,395821.5105352931
48737744,416507.0851046027
48830925,494746.70183291554
48933638,346755.473701941
67682376,436268.7981150078
49120381,521426.3326557256
48934274,397743.5072195538
48878430,380431.6508175417
48779566,338437.112935424
48649320,344870.7982051851
48678959,261646.35568236109
49067483,359575.7028003436
49082299,334109.66257950483
49067453,240466.10050034968
48830586,350513.1657895217
48678988,252523.87096523933
49027493,310241.63402188977
49117244,373538.78680280346
49078215,395085.59869861155
49012473,715619.2541566874
49016715,582579.8377821527
48659788,637194.4505076
49016923,515494.81216300634
48765883,353785.7919071754
48765901,452080.58163513086
48935861,315415.9836040989
49017050,345532.3611702805
66649806,537521.6956592458
48669110,673205.1060951541
48864051,446976.8016686703
49052994,498730.0076884999
49016436,715508.3595020714
49017211,523045.37921176077
49016428,460453.93289970426
48765869,685476.9268575539
49016453,521861.5030858651
48918075,548628.122521552
48901427,674540.4686706421
48707280,458045.7994457931
96654937,677871.3207587055
48839998,482045.9254635402
48668692,665788.2982326586
48668668,694280.4462747031
48867011,417796.83912042814
48866479,1010641.4008761499
48866578,584578.1803629502
48866992,443440.04231572745
49017289,561560.0386708329
49038049,475128.8903866847
49138324,397945.56671390776
48799726,356998.1361263932
48766400,435320.27559118497
48799680,427775.8569031446
48799689,411726.3563539732
49130434,693891.1706826896
48834703,350002.86455498415
48830914,516661.0659167286
48662126,436031.7937050199
48812768,551403.0966369328
48650457,428650.31594352506
48846764,392282.81667681056
49128470,643810.5324164473
96701319,640128.7994312306
48664096,603477.6223835524
48755146,441176.9212614392
49015702,416572.35396887985
48989878,449822.70265317074
48654709,357176.71288837685
49028822,1183855.9483432446
49028871,520709.09969163913
49028884,481557.2075097553
49028843,620730.5637150471
49028921,957049.396669788
49028205,1389079.8108460966
49028442,631707.4903726985
48688767,504408.8305978988
89821184,945339.4623034875
48660371,485251.6112509447
49035435,739299.3560542697
48660597,1063939.56315992
48818226,315577.069492651
49090474,364477.4753183009
48655328,373331.9210797626
48966811,380004.56607925904
48859989,494081.1739888109
48988353,423033.7451022028
49087352,352705.2350181867
49028775,502820.0328854994
49001731,744972.4465570217
49035134,537971.5032991262
48655505,445701.79333995614
48655459,448800.00305199146
48655355,348737.78569377656
48975621,394621.4578569505
49076176,626734.5617631187
49000452,552483.4816279843
48703254,347138.9062757533
48703318,312059.86530265876
48703314,329935.30814959854
49056117,402538.8577299183
49056104,409951.3450987644
48788648,369636.5047050176
48703274,362398.5131267513
48955735,406355.03523551347
49028660,424497.25807206216
48906952,327127.40952655533
48906922,597872.5755589424
48987532,475905.8260363124
63510171,278127.42769385455
49131393,373736.90525325976
49036509,586994.1277488274
48910862,427608.5533783279
48985785,985267.669684143
49106924,384736.0980070097
48912104,440423.1474089612
49054366,467390.4281678585
48667360,465235.08988152794
48778538,485259.84168907744
49054359,458431.77309534024
48907359,460381.923491243
48911382,560766.6230364809
48969645,397058.4966289678
